종목명,날짜,전체평점,평점,제목,장점,단점,이직이유
위메이드플레이,2021.06.24,3.7,4.0,“팀바팀이지만 워라벨 보장되는 회사”,"실적압박이 비교적 심하지 않아 편한 분위기
수평적인 분위기",고인물이 많고 루틴한 작업을 기계처럼 하고있는 경우가 많아 도전적이고 열정있는 사람들이 나가고 없음.. 커리어적인 성장이 어려움,
위메이드플레이,2021.05.28,3.7,5.0,“좋은거 같다”,"이거저거 사소하게 챙겨주는거도 많고
이정도 복지에 워라벨이면 괜찮지 않나?","워라벨이 너무 좋다보니, 약간 공무원스러운 느낌이 난다고 할까? 개인능력은 뭐 알아서 키워야지.",
위메이드플레이,2021.05.27,3.7,5.0,“말이 통하는 회사”,"워라벨이 보장되는 회사
52시간도 지킴
소통이 가능한 회사","스스로 나태해지기 쉬움
몇몇 열심히 일하는 사람이 먹여살리는 회사",
위메이드플레이,2021.05.20,3.7,3.0,“워라밸이 보장되는 회사”,업무 강도 업계 기준 준수한 편이며 크런치 때 외에는 워라밸 보장 됩니다,개발사 라기 보다는 서비스사 입니다. 전 직군별 전문성 부족하고 커리어 쌓기 부족합니다,
위메이드플레이,2021.05.17,3.7,4.0,“좋은 회사”,"복지 좋고 사람들도 친절한 회사
일도 익숙해지면 어렵지 않은듯","커리어 쌓는덴 한계가 있지만
장점이 더 많다고 생각합니다",
위메이드플레이,2021.05.15,3.7,3.0,“무난하지만 다른 회사랑 비교해보면 비교적 괜찮은 회사”,"사람 스트레스가 적다
자기 일만 잘하면 된다
신작 아니면 야근이 적고 연차 사용 자유로움","항상 연봉을 적게 주려고 함
기존에 있는 복지의 퀄리티가 점점 낮아 지고 있다",
위메이드플레이,2021.05.08,3.7,5.0,"“워라벨 보장, 좋은사람 많음”","워라벨
소소한 복지(조식, 토즈데이, 어버이날 과일 보내줌 등)
팀바팀이지만 재택권장
사람들 좋음
서현역이랑 붙어있는 근무지","업계 평균연봉
비개발자는 낮은편이라고 함
포괄 폐지되면서 리플레시휴가 2주에서 1주로 바뀜",
위메이드플레이,2021.05.06,3.7,4.0,“좋아요”,"좋은 동료들이 많습니다
회사에서 많이 챙겨주려고 하는거 같습니다
위치도 좋고 전반적인 복지도 좋은편입니다
서로 할것만 잘하고 지키면
바쁠때 말고는 워라벨도 좋은편입니다","착하고 좋은 동료들이 많다보니 분위기가 많이 조심스러움
반면에 악용해서 자기기분에 따라 행동하는 사람도 존재
개개인의 평가에 조심스럽다보니 이런부분에서 암묵적임
일보다 사람스트레스가 큰듯하다",
위메이드플레이,2021.05.05,3.7,5.0,“직원복지 최고!”,"직원 복리후생이 너무 세심하고 좋습니다
워라벨이 좋습니다",딱히 회사가 힘들게 한다는 느낌은 받은적이 없었습니다.,
위메이드플레이,2021.05.02,3.7,1.0,“종착역으로는 괜찮은 회사”,"있던 복지들이 대부분 사라짐
현재는 코로나로 해외 워크샵 마저도 사라져서 사실상 아침간식빼고는 뭐없음","업계 최하위권 급여
경력 안쌓임
매우 뚜렷한 라인 존재 (다른회사도 마찬가지긴함)",
위메이드플레이,2021.04.26,3.7,4.0,“워라밸 보장되는 회사”,"편한 분위기 속에 즐겁게 일할 수 있음
널널한 스케줄로 야근스트레스가없음","커리어발전엔 도움 안됨
경영진 바뀌면서 복지가 줄어들고있음",
위메이드플레이,2021.04.19,3.7,4.0,“복지만 생각하면 좋은 회사”,복지같이 회사에서 직원들 기업문화를 신경쓰고 챙겨주는 느낌,정치질때문에 힘들고 커리어 쌓기에는 어려워서 본인이 많은 노력을 해야 가능 할 듯,
위메이드플레이,2021.04.16,3.7,3.0,"“워라벨, 사내 문화가 좋아요”","직원들을 위한 이벤트 행사가 많아서 즐겁게 근무가능
워라밸 괜찮음","친목이 좀 많아서 처음엔 적응 어려움
커리어 발전이 좀 없을 수 있음",
위메이드플레이,2021.04.07,3.7,5.0,“스스로 커리어를 쌓아야하지만 그 외에는 모든것이 열려있는 회사.”,"일정 : 팀바팀/사바사 국룰이지만 그래도 동료라는 생각으로 배려를 하시면서 일정을 조율 하고 업무를 분담하려는 액션은 취해줌

업무 : 이직하고 와서 놀란게 생각보단 요구하는 퀄리티가 낮았음. 맞춰가면 도태되겠다는 생각이 들어서 스스로 더 퀄업과 스피드를 내려고 노력중. 개인의 노력 여하에 따라 커리어 향상은 달라질 수 있으나 기본적으로 회사 내에서 요구하는 퀄리티가 높지않아 스스로가 잘 판단해야하는거 같음

복지 및 급여 : 급여는 높지고 낮지도 않은 느낌 / 복지는 자잘하고 아기자기하게 구성원들을 위해 노력하는 모습이 보여서 만족중 코시국이라 더 많은 복지을 누려보진 못 했지만 이 부분만은 다녔던 어떤 곳 보다 만족중

구성원 : 대부분 사람들이 다 착한 느낌. 안그런 사람도 있겠지만 우선은 겉으로 봤을땐 거의 다 젠틀 하심.

면접 : 소신껏 내가 가는 포지션에 대해 고민하여 이야기를 생각한 뒤 면접을 본다면 스무스하게 볼 느낌. 면접은 젠틀하게 진행해주심","경영진 : 회사 내 목표가 명확하지 않은 느낌이 들어서 조금 아쉬움

커뮤니케이션 : 이 부분이 조금 어려움. 도맡아서 일을 잘해주시는 분도 있지만 공무원처럼 안짤려서 그런지 그렇지 않은 분도 많아서 커뮤니케이션이 힘든 사람이 있음. 그리고 추가적으로 요청하는 업무는 최대한 안 받으려는 경향도 보임.",
위메이드플레이,2021.03.24,3.7,5.0,“나름 진보적인 회사”,다른회사 보다 기술트렌드 도입이 빨라 본인이 마음만 먹으면 커리어 쌓기 좋음,"직군마다 리더들이 케어 수준이 다른 것 같음.
시니어가 부족함",
위메이드플레이,2021.03.23,3.7,4.0,“워라밸보장되는 회사”,"팀바팀이지만 워라밸좋음 포괄x
소소하게 직원 챙겨주는 이벤트
재택근무","출근하는 사람만 평가 가산점 줌(공지x)
최근 권고사직 및 연봉 동결등 사람 정리중임",
위메이드플레이,2021.03.21,3.7,5.0,“성장할 수 있는 회사”,"직원들이 모두 열심히 한다
미래가 밝은 회사
평생 뼈를 묻을 것","3매치만 만든 다는 것?
하지만 이것 또한 장점이다!
한 우물만 파는!!",
위메이드플레이,2021.03.20,3.7,4.0,“출근해도 즐거운 회사”,"단순 돈으로 때리는 복지의 느낌보다 직원을 생각해서 해준다는 느낌이 많음
사내 분위기가 다른 회사와 굉장히 다름(좋은 의미로)","너무 수평적이라 신입도 무서울 때가 있음(업무 외 적으로)
개발팀 구조가 타 회사랑 많이 다름(안좋은 의미로)",
위메이드플레이,2021.03.17,3.7,4.0,“워라밸 좋고 복지 괜찮음”,직원들 챙겨주는게 은근 많음. 복지도 괜찮은 편이고 워라밸도 보장됨,중식 제공 없는게 좀 아쉬움. 식대라도 줬으면 하는 바램,
위메이드플레이,2021.03.16,3.7,4.0,“복지 하나는 보장되는 회사”,"- 복지
- 전배(단점이자 장점)
- 사내 분위기 및 문화","- 성장 하기가 힘듦 ( 스스로 성장해 나가야 함 )
- 체계 시스템",
위메이드플레이,2021.03.13,3.7,3.0,“워라벨 복지 좋음”,"확실한 캐시카우 다수의 게임 존재
워라벨 좋음
복지 뭐 하나라도 챙겨주려 함
고성과팀이면 연협 인센 괜찮을 수 있으나...
팀 폭파시 전배권유","낮은 연봉테이블
퍼즐, 캐쥬얼의 한계
잦은 전배
시니어의 부재 (알아서 커야함.)
팀바팀 개발 프로세스 정립
공정하지 않은 평가 시스템
- 위에 찍혔거나 직원끼리 소문으로 평가되기도 함
- 팀 마다 다른 평가등급 수
고인물 존재",
위메이드플레이,2021.03.07,3.7,4.0,“기분좋게 다닐 수 있는 회사”,"대부분 좋으신 분들 같다
회사에서 사소한 것들을 잘 챙겨주고 기타 복지가 좋아서 사소한 감동이 있다(회사의 자랑이라 생각)
대부분 기분 좋은 마음으로 다니고 계신 것 같다","커리어, 능력향상에 대해 생각해볼 때마다 걱정이 조금 더 먼저 든다",
위메이드플레이,2021.03.06,3.7,4.0,“복지좋고 워라벨 좋음”,"워라벨 보장됨. 신작 크런치 아니면 야근 거의 안함.
복지 좋음. 월급선물, 토즈데이, 복지카드, 각종 이벤트 다양함",상대적으로 낮은 연봉 테이블. 규모가 커지면서 정치가 많아짐.,
위메이드플레이,2021.03.06,3.7,4.0,“편하게 다니기 좋은 회사”,워라벨이 좋다. 복지와 사내문화가 좋다. 스트레스 받을 일이 별로 없다.,아쉬운 연봉을 30자로 풀어쓰기가 어렵다. 연봉말고 단점 없는 회사.,
위메이드플레이,2021.03.06,3.7,3.0,“협업하기 좋은 회사”,"사람들이 좋음
사내문화, 복지에 신경 쓰는 편
케바케긴 하지만 전반적으로 워라밸 양호","퍼즐 한 우물이라 장기 근무한다면 향후 커리어에 영향 있을 듯
평가 기준이 베일에 싸여 있음
연봉 테이블 낮은 편",
위메이드플레이,2021.03.04,3.7,4.0,“워라벨 좋은회사”,기업의 규모치고는 복지도 잘 갖춰져 있고 야근이 많지 않아서 워라벨이 좋은편임,기본 연봉 테이블이 낮은편이며 인센으로 연봉을 대처하려는 느낌이 강하게 듬,
위메이드플레이,2021.03.03,3.7,3.0,“사내문화가 좋음”,"사내문화가 좋음
여기서 만난 사람들 다 좋은듯
복지도 잘 챙겨주는 듯","연봉테이블이 낮음
내 커리어에 도움이 될지는 잘 모르겠음",
위메이드플레이,2021.03.02,3.7,3.0,“공무원 마인드”,팀마다 다르지만 억압된 분위기는 아님/ 소소한 좋은 복지,"신입에겐 비추, 경력자들에겐 편하게 다니기 좋음, 팀바팀 분위기가 너무 다름",
위메이드플레이,2021.02.20,3.7,4.0,“워라벨이 보장되는 회사”,"직원들을 많이 챙기려고 노력하며, 복지에 신경을 많이써주려고 노력하는것 같다. 코로나19 상황에 맞춰서 재택근무를 해줘서 고마움","애니팡의 후광이 언제까지 갈지가 걱정
스마게가 모회사가 된게 단점임",
위메이드플레이,2021.02.05,3.7,4.0,“워라벨이 보장되는 회사”,"복지도 좋고 업무 강도도 높지 않고 안정적으로 돈벌기 좋은 회사.
사회적물의나 이슈를 일으킨 적도 없고 봉사나 기부도 많이하는
좋은 회사라고 생각함.",고인물도 많고 업무적인 프로세스가 잘 갖춰진게 아닌 상태로 고착화가 되어있어서 업무적인 성장이나 비전은 기대하기 힘듦.,
위메이드플레이,2021.01.29,3.7,5.0,“꽤 괜찮은 회사”,팀바팀이겠지만 일정을 무리하게 잡지않는다. 좋은 사람들이 더 많다,탄력근무제가 아닌 시차출근제인점이 아쉽다. 그 외엔 딱히 없음,
위메이드플레이,2021.01.28,3.7,4.0,“게임 업계의 공무원 ”,"워라밸 보장되는 편
기업 문화나 사내 분위기가 나쁘지 않음","연봉은 엄청 적지는 않지만 다소 아쉬움
커리어 쌓이가 어려움",
위메이드플레이,2021.01.24,3.7,4.0,“간절함이 없는 회사”,심리적 안정감을 주는 회사 생활이 매우 큰 장점입니다.,다만 그 안정감이 편한 근무 환경과 칙한 직원들에서 나오는데 이건 성과와 전혀 무관함. 서로 성장하기 위해 아이디어와 의견들이 공유되는 분위기가 없음. 정치와 라인 때문에 곪고 있는데 본질적인 개선 없이 땜빵질 하기 급급.,
위메이드플레이,2021.01.09,3.7,3.0,“공무원 마인드로 다니면 참 좋은 회사”,"그냥 여기서 뼈를 묻겠다 혹은 회사 편하게 다니고 싶다 하면 완전 강추
그만큼 어려운 일도 없고 일정도 빡세지 않음
물론 바쁜팀 존재하지만 타회사에 비교하면 귀여운 수준이라 생각함","개발자일 경우 여기오면 커리어 사망함

클라이언트는 유니티 2d 캐주얼 장르 개발, 서버는 php 개발
구직 좀만 해보면 해당 경력으로 이직 정말 힘들다는 것을 깨닫게 됨

개발자 대우가 좋아서 안나가는게 아니라 못나가는 것임
그럼에도 불구하고 대단하신 임원과 td께서 선토의 하찮은 기술력을 직원들에게 굉장히 위대한 것 마냥 세뇌 중

개발자로서 성장하고 싶다면 이 회사는 절대 피해야함

걍 쉽게 쉽게 발전없이 회사 생활할거면 개강추

다만 대단한 윗분들에게 실력 없는 개발자라고 욕먹는건 감수해야함",
위메이드플레이,2021.01.04,3.7,4.0,“워라벨 보장되지만...”,"워라벨은 보장되고, 사무실이 역에서 가깝다. 눈치없이 연차사용가능!!",무난하지만 자기계발을 이루고 싶다면 오래다닐회사는 아니다..,무능한 팀장과 자기계발의 한계로 이직함.. 배울게 없다..
위메이드플레이,2020.12.24,3.7,4.0,"“워라벨은 아주 좋으나, 커리어 발전 및 직원관리는 글쎄인 회사”","근로시간/퇴근 시간을 잘 준수하고, 휴가에 따라 일정을 조정해주는 유연함을 가짐(신작팀 제외)
- 기본적인 복지가 좋음","-급여 평균이하
-> 그로 인한 (고급)인력(인적재산)관리가 잘 안됨
-공유문화 멘토 문화가 잘 발달된듯 보이나, 그닥 좋지않음
-> 그로 인해 커리어/역량발전은 혼자해야함",
위메이드플레이,2020.12.19,3.7,4.0,“워라벨이 보장되는 회사”,"복지 좋음, 워라벨 가끔 깨지긴 하지만 대부분 보장. 기업 문화 좋음",연봉이 타 회사에 비해 매우 적음. 팀 잘 만나야 함.,
위메이드플레이,2020.12.16,3.7,5.0,“워라벨이 보장되는 회사”,"워라벨이 보장되는 회사
기업 문화 좋음
복지 좋은편이다",챌린징한 업무들을 통해 빠른 실력 향상을 원하는 사람은 팀에 따라 아쉬울 수 있다,
위메이드플레이,2020.12.16,3.7,5.0,“공무원처럼 다니기에 갑인 회사”,"직원들을 위한 소소한 복지가 너무 좋음
임원님들도 직원들이랑 친한 경우가 많음
좋은 사람들이 많음
워라벨 보장 갑오브갑오브갑","다소 낮은 연봉......
발전 낮은 커리어......
외에는 모든게 장점",
